"ОГРН","Полное наименование ОУ по Уставу","Краткое наименование","Адрес ОУ","Должность руководителя","ФИО руководителя","Тип ОУ","Вид ОУ","Телефон","Подведомственность","Район","Адрес сайта","email","Количество групп"
"1027801583567","Государственное бюджетное общеобразовательное учреждение гимназия №107 Выборгского района Санкт-Петербурга","ГБОУ гимназия №107","Санкт-Петербург г, Выборгская ул, 3, А, 194044","Директор","Киселев Виктор Валентинович","Общеобразовательные учреждения","Гимназия","7-812-542-08-23","Выборгский","Выборгский","http://107.shko.la/","107@shko.la","0"
"1027801583501","Государственное бюджетное общеобразовательное учреждение гимназия №114 Выборгского района Санкт-Петербурга","ГБОУ гимназия №114","Санкт-Петербург г, Есенина ул, 34, 2, 194358","Директор","Захарченко Ольга Сергеевна","Общеобразовательные учреждения","Гимназия","8-812-517-49-24","Выборгский","Выборгский","114.shko.la","gou-gimnaziya114@yandex.ru","0"
"1027801583864","Государственное бюджетное общеобразовательное учреждение гимназия № 622 Выборгского района Санкт-Петербурга","ГБОУ гимназия №622","Санкт-Петербург г, Выборгское ш, 7, А, 2, 194356","Директор","Алексахина Наталья Владимировна","Общеобразовательные учреждения","Гимназия","8-812-417-53-28","Выборгский","Выборгский","","622@shko.la","0"
"1027801583930","Государственное бюджетное общеобразовательное учреждение гимназия № 652 Выборгского района Санкт-Петербурга","ГБОУ гимназия №652","Санкт-Петербург г, Тореза пр-кт, 41 литер А, 194223","Директор","Телятникова Екатерина Ивановна","Общеобразовательные учреждения","Гимназия","8-812-417-36-13","Выборгский","Выборгский","gym652.petersburgedu.ru","652@shko.la","0"
"1027802499119","Государственное бюджетное общеобразовательное учреждение гимназия №192 Калининского района Санкт-Петербурга ""Брюсовская гимназия""","ГБОУ гимназия №192","Санкт-Петербург г, Брюсовская ул, 10, А, 195271","Директор","Масленникова Светлана Александровна","Общеобразовательные учреждения","Гимназия","8-812-417-53-81","Калининский","Калининский","","school192@spb.edu.ru","0"
"1027802496512","Государственное бюджетное общеобразовательное учреждение Гимназия № 63 Калининского района Санкт-Петербурга","ГБОУ Гимназия №63","Санкт-Петербург г, Культуры пр-кт, 11, А, 4, 195274","Директор","Туманова Ольга Геннадьевна","Общеобразовательные учреждения","Гимназия","8-812-417-27-85","Калининский","Калининский","","gimn63@mail.ru","0"
"1027802499306","Государственное бюджетное общеобразовательное учреждение гимназия № 148 имени Сервантеса Калининского района Санкт-Петербурга","ГБОУ гимназия №148","Санкт-Петербург г, Академика Константинова ул, 10, А, 2, 195427","Директор","Подзюбанова Юлия Владимировна","Общеобразовательные учреждения","Гимназия","8-812-417-54-47","Калининский","Калининский","","info@cervantes.ru","0"
"1027802497601","Государственное бюджетное общеобразовательное учреждение гимназия №159 ""Бестужевская"" Калининского района Санкт-Петербурга","ГБОУ Гимназия №159","Санкт-Петербург г, Мечникова пр-кт, 16, А, 195271","Директор","Андросова Виктория Евгеньевна","Общеобразовательные учреждения","Гимназия","8-812-543-53-53","Калининский","Калининский","www.гимназия159.рф","school159@spb.edu.ru","0"
"1027802740570","Государственное бюджетное общеобразовательное учреждение Гимназия № 248 Кировского района Санкт-Петербурга","ГБОУ Гимназия №248","Санкт-Петербург г, Народного Ополчения, 103, А, 198215","Директор","Антипичева Наталия Витальевна","Общеобразовательные учреждения","Гимназия","8-812-377-36-18","Кировский","Кировский","","sc248@kirov.spb.ru","0"
"1037811001062","Государственное бюджетное общеобразовательное учреждение Гимназия №261 Кировского района Санкт-Петербурга","ГБОУ гимназия №261","Санкт-Петербург г, Стачек пр-кт, 103, 2, 198302","Директор","Петренко Инесса Вячеславна","Общеобразовательные учреждения","Гимназия","8-812-417-25-30","Кировский","Кировский","","sc261@kirov.spb.ru","0"
"1037811038682","Государственное бюджетное общеобразовательное учреждение Гимназия №284 Кировского района Санкт-Петербурга","ГБОУ Гимназия №284","Санкт-Петербург г, Народного ополчения пр-кт, 135, литер А, 198217","Директор","Щурская Елена Евгеньевна","Общеобразовательные учреждения","Гимназия","8-812-756-62-24","Кировский","Кировский","","sc284@kirov.spb.ru","0"
"1027802760644","Государственное бюджетное общеобразовательное учреждение гимназия № 397 Кировского района Санкт-Петербурга имени Г.В. Старовойтовой","ГБОУ гимназия №397","Санкт-Петербург г, Маршала Говорова ул, 9, А, 198188","Директор","Апанасенко Юлия Валерьевна","Общеобразовательные учреждения","Гимназия","8-812-417-52-16","Кировский","Кировский","","sc397@kirov.spb.ru","0"
"1027808758603","Государственное бюджетное общеобразовательное учреждение гимназия № 402 Колпинского района Санкт-Петербурга","ГБОУ гимназия №402","Санкт-Петербург г, Колпино г, Тверская ул, 18, А, 196655","Директор","Довга Галина Вячеславовна","Общеобразовательные учреждения","Гимназия","8-812-469-42-59","Колпинский","Колпинский","","gymn402@spb.edu.ru","0"
"1027808757250","Государственное бюджетное общеобразовательное учреждение гимназия №446 Колпинского района Санкт-Петербурга","ГБОУ гимназия №446","Санкт-Петербург г, Колпино г, Заводской пр-кт, 18, А, 2, 196657","Директор","Лев Игорь Альбертович","Общеобразовательные учреждения","Гимназия","8-812-481-33-94","Колпинский","Колпинский","","gym446@spb.edu.ru","0"
"1037816029547","Государственное бюджетное общеобразовательное учреждение гимназия № 177 Красногвардейского района Санкт-Петербурга","ГБОУ гимназия №177","Санкт-Петербург г, Ириновский пр-кт, 23, А, 2, 195279","Директор","Голованова Нели Николаевна","Общеобразовательные учреждения","Гимназия","8-812-417-26-28","Красногвардейский","Красногвардейский","http://177spb.edusite.ru","gimnspb177@gmail.com","0"
"1027804188004","Государственное бюджетное общеобразовательное учреждение гимназия №405 Красногвардейского района Санкт-Петербурга","ГБОУ гимназия №405","Санкт-Петербург г, Наставников пр-кт, 40, А, 2, 195279","Директор","Зарецкая Инесса Владимировна","Общеобразовательные учреждения","Гимназия","8-812-417-63-59","Красногвардейский","Красногвардейский","http://www.405spb.edusite.ru/","school405@mail.ru","0"
"1027804177060","Государственное бюджетное общеобразовательное учреждение гимназия №628 Красногвардейского района Санкт-Петербурга ""Александринская гимназия""","ГБОУ гимназия №628","Санкт-Петербург г, Коммуны ул, 42, А, 3, 195030","Директор","Квашнина Светлана Иосифовна","Общеобразовательные учреждения","Гимназия","8-812-529-23-12","Красногвардейский","Красногвардейский","http://628spb.edusite.ru/","gymn628@spb.edu.ru","0"
"1027804182559","Государственное бюджетное общеобразовательное учреждение гимназия №664 Красногвардейского района Санкт-Петербурга","ГБОУ гимназия №664","Санкт-Петербург г, Маршала Блюхера пр-кт, 57, А, 3, 195067","Директор","Кадина Елена Ивановна","Общеобразовательные учреждения","Гимназия","8-812-417-61-82","Красногвардейский","Красногвардейский","http://gym664.petersburgedu.ru/","gimnaz-int@mail.ru","0"
"1037816006975","Частное общеобразовательное учреждение ""Немецкая гимназия ""Петершуле""","ЧОУ Гимназия Петершуле","Санкт-Петербург г, Заневский пр-кт, 53, А, 2, 195213","Директор","Юпатова Елена Александровна","Общеобразовательные учреждения","Гимназия","8-812-444-79-76","Красногвардейский","Красногвардейский","","peterschule@petersburgedu.ru","0"
"1027804599460","Государственное бюджетное общеобразовательное учреждение гимназия № 271 Красносельского района Санкт-Петербурга имени П.И. Федулова","ГБОУ гимназия №271","Санкт-Петербург г, Кузнецова пр-кт, 25, А, 3, 198328","Директор","Спиридонова Людмила Евгеньевна","Общеобразовательные учреждения","Гимназия","8-812-241-31-32","Красносельский","Красносельский","http://gimnaz271.krsl.gov.spb.ru","271gimnaz@mail.ru","0"
"1027804599085","Государственное бюджетное общеобразовательное учреждение гимназия № 293 Красносельского района Санкт-Петербурга","ГБОУ гимназия №293","Санкт-Петербург г, Ленинский пр-кт, 94, А, 2, 198332","Директор","Баева Инна Геннадьевна","Общеобразовательные учреждения","Гимназия","8-812-751-26-61","Красносельский","Красносельский","","gaivenisnat@yandex.ru","0"
"1027804601483","Государственное бюджетное общеобразовательное учреждение гимназия №399 Красносельского района Санкт-Петербурга","ГБОУ гимназия №399","Санкт-Петербург г, Добровольцев, 60, А, 2, 198334","Директор","Бурцева Наталья Михайловна","Общеобразовательные учреждения","Гимназия","8-812-736-93-67","Красносельский","Красносельский","","info@school399.ru","0"
"1027804599184","Государственное бюджетное общеобразовательное учреждение гимназия № 505 Красносельского района Санкт-Петербурга","ГБОУ гимназия №505","Санкт-Петербург г, Тамбасова ул, 26, А, 1, 198259","Директор","Шестакова Наталья Михайловна","Общеобразовательные учреждения","Гимназия","8-812-417-27-16","Красносельский","Красносельский","","school505@mail.ru","0"
"1027812401693","Государственное бюджетное общеобразовательное учреждение гимназия № 433 Курортного района Санкт-Петербурга","ГБОУ гимназия №433","Санкт-Петербург г, Сестрорецк г, Свободы пл, 6, А, 197706","Директор","Волкова Елена Михайловна","Общеобразовательные учреждения","Гимназия","8-812-417-26-15","Курортный","Курортный","","school433spb@mail.ru","0"
"1037821001240","Государственное бюджетное общеобразовательное учреждение гимназия № 524 Московского района Санкт-Петербурга","ГБОУ гимназия №524","Санкт-Петербург г, Юрия Гагарина пр-кт, 22, А, 3, 196211","Директор","Водолазко Ольга Владимировна","Общеобразовательные учреждения","Гимназия","8-812-378-06-89","Московский","Московский","","school524@spb.edu.ru","0"
"1027804906700","Государственное бюджетное общеобразовательное учреждение гимназия № 526 Московского района Санкт-Петербурга","ГБОУ гимназия №526","Санкт-Петербург г, Алтайская ул, 15, А, 196066","Директор","Белаш Наталья Александровна","Общеобразовательные учреждения","Гимназия","8-812-246-25-84","Московский","Московский","","school526@spb.edu.ru.","0"
"1027806076671","Государственное бюджетное общеобразовательное учреждение гимназия № 343 Невского района Санкт-Петербурга","ГБОУ гимназия №343","Санкт-Петербург г, Крыленко ул, 33, Б, 2, 193232","Директор","Зайка Ольга Александровна","Общеобразовательные учреждения","Гимназия","8-812-585-36-40","Невский","Невский","","school343@spb.edu.ru","0"
"1027806082765","Государственное бюджетное общеобразовательное учреждение гимназия №498 Невского района Санкт-Петербурга","ГБОУ гимназия №498","Санкт-Петербург г, Новоселов ул, 21, Ш, 193079","Директор","Медведь Нина Владимировна","Общеобразовательные учреждения","Гимназия","8-812-446-18-57","Невский","Невский","","school498@bk.ru","0"
"1027806066034","Государственное бюджетное общеобразовательное учреждение гимназия №513 Невского района Санкт-Петербурга","ГБОУ гимназия №513","Санкт-Петербург г, Латышских Стрелков ул, 9, А, 3, 193231","Директор","Анисимова Светлана Александровна","Общеобразовательные учреждения","Гимназия","8-812-417-26-68","Невский","Невский","","school513@spb.edu.ru","0"
"1027806066111","Государственное бюджетное общеобразовательное учреждение гимназия № 528 Невского района Санкт-Петербурга","ГБОУ гимназия №528","Санкт-Петербург г, Коллонтай ул, 41, А, 2, 193312","Директор","Ненахова Елена Николаевна","Общеобразовательные учреждения","Гимназия","8-812-417-29-01","Невский","Невский","","school528spb@yandex.ru","0"
"1037828004390","Государственное бюджетное общеобразовательное учреждение Гимназия № 610 Петроградского района Санкт-Петербурга ""САНКТ-ПЕТЕРБУРГСКАЯ КЛАССИЧЕСКАЯ ГИМНАЗИЯ""","ГБОУ Гимназия №610","Санкт-Петербург г, Малый ПС пр-кт, 9/6, А, 197198","Директор","Бурячко Сергей Владимирович","Общеобразовательные учреждения","Гимназия","8-812-235-40-14","Петроградский","Петроградский","","svbur@610.ru","0"
"1027806860674","Государственное бюджетное общеобразовательное учреждение Гимназия № 67 Петроградского района Санкт-Петербурга","ГБОУ Гимназия №67","Санкт-Петербург г, Профессора Попова ул, 25, А, 197022","Директор","Григорьева Екатерина Александровна","Общеобразовательные учреждения","Гимназия","8-812-417-62-04","Петроградский","Петроградский","http://gym067.petersburgedu.ru/","gimnazia_67@mail.ru","0"
"1037828001265","Государственное бюджетное общеобразовательное учреждение гимназия №85 Петроградского района Санкт-Петербурга","ГБОУ гимназия №85","Санкт-Петербург г, Певческий пер, 4А, 197046","Директор","Смирнов Николай Валентинович","Общеобразовательные учреждения","Гимназия","8-812-417-62-30","Петроградский","Петроградский","gym085.petersburgedu.ru","gymnasium85@ mail.ru","0"
"1027808910557","Государственное бюджетное общеобразовательное учреждение гимназия № 426 Петродворцового района Санкт-Петербурга","ГБОУ гимназия № 426","Санкт-Петербург г, Ломоносов г, Владимирская ул, 28, А, 198412","Директор","Стогова Елена Анатольевна","Общеобразовательные учреждения","Гимназия","8-812-417-41-97","Петродворцовый","Петродворцовый","http://www.gimnaziya426-spb.ru","School426-spb@yandex.ru","0"
"1027808914704","Государственное бюджетное общеобразовательное учреждение Петергофская гимназия императора Александра II","ГБОУ Петергофская гимназия","Санкт-Петербург г, Петергоф г, Санкт-Петербургский пр-кт, 43, 198510","Директор","Моисеенко Инна Петровна","Общеобразовательные учреждения","Гимназия","8-812-417-34-58","Петродворцовый","Петродворцовый","","school415@yandex.ru","0"
"1027807582967","Государственное бюджетное общеобразовательное учреждение гимназия №116 Приморского района Санкт-Петербурга","ГБОУ гимназия №116","Санкт-Петербург г, Новосибирская ул, 16, 2, 197342","Директор","Минцис Дмитрий Александрович","Общеобразовательные учреждения","Гимназия","8-812-409-83-40","Приморский","Приморский","","gimn116@spb.edu.ru","0"
"1027807579282","Государственное бюджетное общеобразовательное учреждение гимназия № 41 имени Эриха Кестнера Приморского района Санкт - Петербурга","ГБОУ гимназия №41","Санкт-Петербург г, Маршала Новикова ул, 1, А, 3, 197349","Директор","Кухарская Татьяна Борисовна","Общеобразовательные учреждения","Гимназия","8-812-394-98-07","Приморский","Приморский","","school41@spb.edu.ru","0"
"1027807583968","Государственное бюджетное общеобразовательное учреждение гимназия № 42 Приморского района Санкт-Петербурга","ГБОУ гимназия №42","Санкт-Петербург г, Сизова пр-кт, 32, 3, литер А, 197349","Директор","Хорунжая Татьяна Викторовна","Общеобразовательные учреждения","Гимназия","8-812-393-12-48","Приморский","Приморский","","school42@spb.edu.ru","0"
"1037832009368","Государственное бюджетное общеобразовательное учреждение гимназия № 49 Приморского района Санкт-Петербурга","ГБОУ гимназия №49","Санкт-Петербург г, Богатырский пр-кт, 55, А, 3, 197372","Директор","Сёмочкина Фарида Фаридовна","Общеобразовательные учреждения","Гимназия","8-812-341-83-10","Приморский","Приморский","","school49@spb.edu.ru","0"
"1027807586113","Государственное бюджетное общеобразовательное учреждение гимназия № 52 Приморского района Санкт-Петербурга","ГБОУ гимназия №52","Санкт-Петербург г, Богатырский пр-кт, 7, А, 4, 197348","Директор","Гузаева Ирина Владимировна","Общеобразовательные учреждения","Гимназия","8-812-246-03-17","Приморский","Приморский","","sсhool52@spb.edu.ru","0"
"1027807591965","Государственное бюджетное общеобразовательное учреждение гимназия № 631 Приморского района Санкт-Петербурга","ГБОУ гимназия №631","Санкт-Петербург г, Школьная ул, 13, А, 197183","Директор","Топунова Марина Клайдовна","Общеобразовательные учреждения","Гимназия","8-812-430-85-30","Приморский","Приморский","","school631@spb.edu.ru","0"
"1027807583990","Государственное бюджетное общеобразовательное учреждение гимназия №66 Приморского района Санкт-Петербурга","ГБОУ гимназия №66","Санкт-Петербург г, Аэродромная ул, 11, А, 2, 197348","Директор","Боякова Ирина Ивановна","Общеобразовательные учреждения","Гимназия","8-812-417-62-68","Приморский","Приморский","","school66@spb.edu.ru","8"
"1117847205189","Государственное бюджетное общеобразовательное учреждение гимназия № 540 Приморского района Санкт-Петербурга","ГБОУ гимназия №540","Санкт-Петербург г, Оптиков ул, 46, А, 3, 197345","Директор","Ипатова Ирина Игоревна","Общеобразовательные учреждения","Гимназия","8-812-417-57-70","Приморский","Приморский","","gym540@petersburgedu.ru","0"
"1027809005454","Государственное бюджетное общеобразовательное учреждение гимназия №406 Пушкинского района Санкт-Петербурга","ГБОУ гимназия №406","Санкт-Петербург г, Пушкин г, Леонтьевская ул, 10, А, 196601","Директор","Штерн Валентина Витальевна","Общеобразовательные учреждения","Гимназия","8-812-466-58-53","Пушкинский","Пушкинский","","school406@spb.edu.ru","0"
"1037835024820","Государственное бюджетное общеобразовательное учреждение Гимназия №227 Фрунзенского района Санкт-Петербурга","ГБОУ Гимназия №227","Санкт-Петербург г, Турку ул, 30 литер А, 192241","Директор","Седов Владимир Анатольевич","Общеобразовательные учреждения","Гимназия","8-812-573-97-10","Фрунзенский","Фрунзенский","school227.ru","gim227@yandex.ru","0"
"1027807984863","Государственное бюджетное общеобразовательное учреждение Гимназия №295 Фрунзенского района Санкт-Петербурга","ГБОУ Гимназия №295","Санкт-Петербург г, Славы пр-кт, 40, А, 5, 192238","Директор","Кураченков Александр Сергеевич","Общеобразовательные учреждения","Гимназия","8-812-417-60-42","Фрунзенский","Фрунзенский","school295.spb.ru","gymnasium295@mail.ru","0"
"1027807979693","Государственное бюджетное общеобразовательное учреждение Гимназия №587 Фрунзенского района Санкт-Петербурга","ГБОУ Гимназия №587","Санкт-Петербург г, Будапештская ул, 79, А, 2, 192281","Директор","Кузнецова Светлана Евгеньевна","Общеобразовательные учреждения","Гимназия","8-812-706-66-80","Фрунзенский","Фрунзенский","school587.spb.ru","sch-587@yandеx.ru","0"
"1037835051561","Государственное бюджетное общеобразовательное учреждение гимназия №205 Фрунзенского района Санкт-Петербурга","ГБОУ гимназия №205","Санкт-Петербург г, Димитрова ул, 10, А, 3, 192239","Исполняющий обязанности директора","Тимохина Ирина Вячеславовна","Общеобразовательные учреждения","Гимназия","8-812-773-43-64","Фрунзенский","Фрунзенский","","gym205@spb.edu.ru","0"
"1027807991562","Государственное бюджетное общеобразовательное учреждение гимназия №363 Фрунзенского района Санкт-Петербурга","ГБОУ гимназия №363","Санкт-Петербург г, Димитрова ул, 15, 3, 192284","Директор","Акатова Ирина Борисовна","Общеобразовательные учреждения","Гимназия","8-812-772-62-74","Фрунзенский","Фрунзенский","","school363@spb.edu.ru; school363spb@yandex.ru","0"
"1037835020156","Государственное бюджетное общеобразовательное учреждение гимназия № 441 Фрунзенского района Санкт-Петербурга","ГБОУ Гимназия №441","Санкт-Петербург г, Олеко Дундича ул, 37, 2, 192289","Директор","Кулагина Нина Ивановна","Общеобразовательные учреждения","Гимназия","8-812-241-30-72","Фрунзенский","Фрунзенский","","sarionova.ne@gymnasium441.ru","0"
"1027809217480","Государственное бюджетное общеобразовательное учреждение гимназия №155 Центрального района Санкт-Петербурга","ГБОУ гимназия №155","Санкт-Петербург г, Греческий пр-кт, 21, 191036","Директор","Шуйская Ольга Евгеньевна","Общеобразовательные учреждения","Гимназия","8-812-417-32-40","Центральный","Центральный","","sch155@center-edu.spb.ru","10"
"1027809238467","Государственное бюджетное общеобразовательное учреждение гимназия №157 Санкт-Петербурга имени принцессы Е.М.Ольденбургской","ГБОУ гимназия №157","Санкт-Петербург г, Лафонская улица, 1, А,Б, 191124","Директор","Сидоров Евгений Петрович","Общеобразовательные учреждения","Гимназия","8-812-271-13-29","Центральный","Центральный","http://www.gym157.spb.ru/","sch157@center-edu.spb.ru","0"
"1037843033030","Государственное бюджетное общеобразовательное учреждение гимназия №166 Центрального района Санкт-Петербурга","ГБОУ гимназия №166","Санкт-Петербург г, Прудковский пер, 1/8, А, 191036","Директор","Карачевцев Игорь Альбертович","Общеобразовательные учреждения","Гимназия","8-812-579-18-74","Центральный","Центральный","","sch166@center-edu.spb.ru","0"
"1037843004891","Государственное бюджетное общеобразовательное учреждение гимназия №168 Центрального района Санкт-Петербурга","ГБОУ гимназия №168","Санкт-Петербург г, Невский пр-кт, 169, А, 191167","Директор","Лебедева Светлана Андреевна","Общеобразовательные учреждения","Гимназия","8-812-271-26-04","Центральный","Центральный","http://168g.ru","sch168@center-edu.spb.ru","0"
"1027809204169","Государственное бюджетное общеобразовательное учреждение гимназия №171 Центрального района Санкт-Петербурга","ГБОУ гимназия №171","Санкт-Петербург г, Маяковского ул, 9/16, 191014","Директор","Кибальник Тамара Петровна","Общеобразовательные учреждения","Гимназия","8-812-417-56-32","Центральный","Центральный","http://www.gym171.spb.ru//index.html","sch171@center-edu.spb.ru","0"
"1027809230360","Государственное бюджетное общеобразовательное учреждение гимназия № 209 Центрального района Санкт-Петербурга ""Павловская гимназия""","ГБОУ гимназия №209","Санкт-Петербург г, Восстания ул, 8, А, 191025","Директор","Ефимов Дмитрий Георгиевич","Общеобразовательные учреждения","Гимназия","8-812-579-04-73","Центральный","Центральный","","sch209@center-edu.spb.ru","4"
"1037843076006","Государственное бюджетное общеобразовательное учреждение Российская гимназия при Государственном Русском музее Центрального района Санкт-Петербурга","ГБОУ гимназия при ГРМ","Санкт-Петербург г, Искусств, 2, 191186","Директор","Бельгушева Лариса Хаутиевна","Общеобразовательные учреждения","Гимназия","8-812-241-27-08","Центральный","Центральный","","grm@center-edu.spb.ru","3"
"1027809252130","Государственное бюджетное общеобразовательное учреждение гимназия № 190 Центрального района Санкт-Петербурга","ГБОУ гимназия №190","Санкт-Петербург г, Реки Фонтанки наб, 22, А, 191028","Директор","Лысакова Ирина Васильевна","Общеобразовательные учреждения","Гимназия","8-812-273-34-28","Центральный","Центральный","","sch190@center-edu.spb.ru","0"
"1027810346387","Государственное бюджетное общеобразовательное учреждение Вторая Санкт-Петербургская Гимназия","Вторая Санкт-Петербургская Гимназия","Санкт-Петербург г, Казанская, 27, А, 190000","Директор","Мардер Людмила Маратовна","Общеобразовательные учреждения","Гимназия","8-812-315-67-89","Комитет по образованию Санкт-Петербурга","Комитет по образованию Санкт-Петербурга","","sec-gymn@yandex.ru","0"
"1027806857561","Государственное бюджетное общеобразовательное учреждение ""Академическая гимназия № 56"" Санкт-Петербурга","ГБОУ Гимназия №56","Санкт-Петербург г, Чкаловский пр-кт, 35, 197136","Директор","Данилов Сергей Владиленович","Общеобразовательные учреждения","Гимназия","8-812-346-00-87","Комитет по образованию Санкт-Петербурга","Петроградский","www.school56.spb.ru","pildes@school56.ru","10"
"1037828040117","Государственное бюджетное общеобразовательное учреждение гимназия № 70 Петроградского района Санкт-Петербурга","ГБОУ гимназия №70","Санкт-Петербург г, Литераторов ул, 9/11, А, 197022","Исполняющий обязанности директора","Кустова Людмила Олеговна","Общеобразовательные учреждения","Гимназия","8-812-417-64-48","Петроградский","Петроградский","","info@gimnazia70.spb.ru","3"
"1027804194109","Государственное бюджетное общеобразовательное учреждение Гимназия №196 Красногвардейского района Санкт-Петербурга","ГБОУ гимназия №196","Санкт-Петербург г, Ударников пр-кт, 31, А, 195279","Директор","Шумилова Екатерина Викторовна","Общеобразовательные учреждения","Гимназия","8-812-417-22-02","Красногвардейский","Красногвардейский","https://196spb.edusite.ru/","school196@bk.ru","5"
"1037825013148","Государственное бюджетное общеобразовательное учреждение гимназия №330 Невского района Санкт-Петербурга","ГБОУ гимназия №330","Санкт-Петербург г, Хрустальная ул, 12, А, 192019","Директор","Кореневская Оксана Валентиновна","Общеобразовательные учреждения","Гимназия","8-812-412-50-40","Невский","Невский","","korenevskaya330@yandex.ru","0"
