"ОГРН","Полное наименование ОУ по Уставу","Краткое наименование","Адрес ОУ","Должность руководителя","ФИО руководителя","Тип ОУ","Вид ОУ","Телефон","Подведомственность","Район","Адрес сайта","email","Количество групп"
"1027802516334","Государственное бюджетное общеобразовательное учреждение школа № 46 Калининского района Санкт-Петербурга ""Центр Реабилитации и Милосердия""","ГБОУ №46","Санкт-Петербург г, Амурская ул, 2, А, 195273","Директор","Шибанова Елена Анатольевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-63-60","Калининский","Калининский","www.school46-center-rim.narod.ru","school046@mail.ru","0"
"1027802499196","Государственное бюджетное общеобразовательное учреждение школа № 561 Калининского района Санкт-Петербурга","ГБОУ школа №561","Санкт-Петербург г, Карпинского ул, 38, 8, 195252","Директор","Карьянова Елена Ивановна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-299-48-51","Калининский","Калининский","cor561.petersburgedu.ru","school561@mail.ru","0"
"1027802729195","Государственное бюджетное общеобразовательное учреждение школа № 502 Кировского района Санкт-Петербурга","ГБОУ №502","Санкт-Петербург г, Лени Голикова ул, 78, А, 198255","Директор","Свердлова Любовь Александровна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-52-25","Кировский","Кировский","","sc502@kirov.spb.ru","0"
"1027802726522","Государственное бюджетное общеобразовательное учреждение школа № 480 Кировского района Санкт-Петербурга","ГБОУ №480","Санкт-Петербург г, Маринеско ул, 7 литер А, 198096","Директор","Мурад Любовь Геннадьевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-783-50-70","Кировский","Кировский","","sc480@kirov.spb.ru","0"
"1027802726544","Государственное бюджетное общеобразовательное учреждение школа № 565 Кировского района Санкт-Петербурга","ГБОУ школа №565","Санкт-Петербург г, Ивана Черных ул, 11, 198095","Директор","Чалапко Евгения Валерьевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-252-08-95","Кировский","Кировский","","sc565@kirov.spb.ru","0"
"1027808757932","Государственное бюджетное общеобразовательное учреждение школа №432 Колпинского района Санкт-Петербурга","ГБОУ школа №432","Санкт-Петербург г, Колпино г, Павловская ул, 21, А, 196653","Директор","Александрова Елена Анатольевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-573-97-51","Колпинский","Колпинский","","school432_spb@mail.ru","0"
"1027804187905","Государственное бюджетное общеобразовательное учреждение школа №3 Красногвардейского района Санкт-Петербурга","ГБОУ №3","Санкт-Петербург г, Таллинская ул, 18, А, 195196","Директор","Ергогло Галина Харлампьевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-444-23-48","Красногвардейский","Красногвардейский","http://cor003krgv.petersburgedu.ru/","school3spb@mail.ru","0"
"1027804187840","Государственное бюджетное общеобразовательное учреждение школа № 499 Красногвардейского района Санкт-Петербурга","ГБС(к)ОУ школа №499","Санкт-Петербург г, Весенняя ул, 10, А, 195112","Директор","Усова Татьяна Евгеньевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-31-09","Красногвардейский","Красногвардейский","","school499@mail.ru","0"
"1037816029415","Государственное бюджетное общеобразовательное учреждение школа №609 Красногвардейского района Санкт-Петербурга","ГБОУ №609","Санкт-Петербург г, Новочеркасский пр-кт, 44, А, 2, 195213","Директор","Семенова Ольга Петровна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-53-75","Красногвардейский","Красногвардейский","","gskou-shkola609@rambler.ru","0"
"1097847278649","Государственное бюджетное общеобразовательное учреждение школа № 7 Красносельского района Санкт-Петербурга","ГБОУ школа №7","Санкт-Петербург г, Тамбасова ул, 29, А, 1, 198259","Директор","Бражникова Наталья Алексеевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-56-94","Красносельский","Красносельский","http://shkola7.spb.ru/","internat7@petersburgedu.ru","0"
"1027808868614","Государственное бюджетное общеобразовательное учреждение школа №676 Кронштадтского района Санкт-Петербурга","ГБОУ школа №676","Санкт-Петербург г, Кронштадт г, Андреевская ул, 3, А, 197760","Директор","Васюсина Ольга Викторовна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-311-68-88","Кронштадтский","Кронштадтский","http://cor676.petersburgedu.ru/","school_676@mail.ru","0"
"1027812400923","Государственное бюджетное общеобразовательное учреждение школа №656 Курортного района Санкт-Петербурга","ГБОУ школа №656","Санкт-Петербург г, Сестрорецк г, Советский пер, 10, А, 197706","Исполняющий обязанности директора","Подрезова Елена Александровна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-434-33-58","Курортный","Курортный","","school6562008@yandex.ru","0"
"1027804894303","Государственное бюджетное общеобразовательное учреждение школа № 613 Московского района Санкт-Петербурга","ГБОУ школа №613","Санкт-Петербург г, Московский пр-кт, 203, А, 196066","Директор","Рябова Ольга Николаевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-32-10","Московский","Московский","","school613@spb.edu.ru","0"
"1037821057230","Государственное бюджетное общеобразовательное учреждение школа №370 Московского района Санкт-Петербурга","ГБОУ №370","Санкт-Петербург г, Благодатная ул, 11, А, 196128","Директор","Сергеева Наталья Михайловна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-369-81-01","Московский","Московский","","school370@spb.edu.ru","0"
"1027804853955","Государственное бюджетное общеобразовательное учреждение школа № 663 Московского района Санкт-Петербурга","ГБОУ №663","Санкт-Петербург г, Витебский пр-кт, 49, А, 2, 196233","Директор","Огородникова Татьяна Анатольевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-241-27-70","Московский","Московский","","school663@spb.edu.ru","0"
"1027806078266","Государственное бюджетное общеобразовательное учреждение школа №17 Невского района Санкт-Петербурга","ГБОУ С(К)ОШ №17","Санкт-Петербург г, Бабушкина ул, 58, В, 1, 192131","Директор","Сандеева Светлана Владимировна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-55-60","Невский","Невский","","school_17@inbox.ru","0"
"1027806084790","Государственное бюджетное общеобразовательное учреждение школа №34 Невского района Санкт-Петербурга","ГБОУ С(К)ОШ №34","Санкт-Петербург г, Коллонтай ул, 27, А, 4, 193231","Директор","Сергеева Татьяна Александровна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-584-94-55","Невский","Невский","","school34spb@mail.ru","0"
"1147847001829","Государственное бюджетное общеобразовательное учреждение школа № 627 Невского района Санкт-Петербурга","ГБОУ школа №627","Санкт-Петербург г, Новоселов ул, 11, А, 193079","Директор","Кочетова Анна Павловна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","7-812-417-28-68","Невский","Комитет по образованию Санкт-Петербурга","www.627.gou.spb.ru","cor627@petersburgedu.ru","0"
"1027806893047","Государственное бюджетное общеобразовательное учреждение школа №3 Петроградского района Санкт-Петербурга","ГБОУ школа №3","Санкт-Петербург г, Введенская ул, 15, А, 197198","Директор","Хижевский Александр Ярославович","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-409-82-15","Петроградский","Петроградский","http://gbou3spb.ru","school3p@petersburgedu.ru","0"
"1027808913219","Государственное бюджетное общеобразовательное учреждение школа № 439 Петродворцового района Санкт-Петербурга","ГБОУ №439","Санкт-Петербург г, Петергоф г, Блан-Менильская ул, 5, А, 198516","Директор","Гнездилова Виктория Николаевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-38-56","Петродворцовый","Петродворцовый","cor439.petersburgedu.ru","skosh439@mail.ru","0"
"1027807571967","Государственное бюджетное общеобразовательное учреждение школа №59 Приморского района Санкт-Петербурга","ГБОУ школа №59","Санкт-Петербург г, Байконурская ул, 25, А, 197341","Директор","Морозова Татьяна Аркадьевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-394-59-36","Приморский","Приморский","","school59s-pb@mail.ru","0"
"1027807587829","Государственное бюджетное общеобразовательное учреждение школа № 657 Приморского района Санкт-Петербурга","ГБОУ школа №657","Санкт-Петербург г, Комендантский пр-кт, 29, А, 2, 197350","Директор","Раева Елена Владимировна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-24-24","Приморский","Приморский","","school657@spb.edu.ru","0"
"1037832009710","Государственное бюджетное общеобразовательное учреждение школа №13 Приморского района Санкт-Петербурга","ГБОУ школа №13","Санкт-Петербург г, Торжковская ул, 30, А, 197343","Директор","Казакова Анна Юльевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-492-03-63","Приморский","Приморский","","school13@mail.ru","7"
"1027809226312","Государственное бюджетное общеобразовательное учреждение школа №5 Центрального района Санкт-Петербурга","ГБОУ №5","Санкт-Петербург г, Моисеенко ул, 19, 191144","Директор","Волошенюк Татьяна Петровна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-271-35-11","Центральный","Центральный","www.school5-moiseenko.ru","sch5@center-edu.spb.ru","0"
"1027809248807","Государственное бюджетное общеобразовательное учреждение школа № 18 Центрального района Санкт-Петербурга","ГБОУ №18","Санкт-Петербург г, Кавалергардская, 9-11, А, 193015","Директор","Тихомирова Алена Владимировна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-275-62-67","Центральный","Центральный","","sch18@center-edu.spb.ru","0"
"1037828004500","Государственное бюджетное общеобразовательное учреждение школа №25 Петроградского района Санкт-Петербурга","ГБОУ школа №25","Санкт-Петербург г, Б.Зеленина, 30,литер А, 197110","Директор","Петрова Анна Борисовна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-235-42-13","Петроградский","Петроградский","http://cor025.petersburgedu.ru","shkola25@pochta.ru.","3"
"1117847074190","Государственное бюджетное общеобразовательное учреждение школа № 69 Курортного района Санкт-Петербурга","ГБОУ школа №69","Санкт-Петербург г, Зеленогорск г, Красноармейская ул, 15, А, 197720","Директор","Ткачев Евгений Алексеевич","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-417-55-35","Курортный","Комитет по образованию Санкт-Петербурга","","cor69@petersburgedu.ru","5"
"1027804605905","Государственное бюджетное общеобразовательное учреждение школа № 131 Красносельского района Санкт-Петербурга","ГБОУ школа №131","Санкт-Петербург г, Маршала Захарова ул, 16, А, 5, 198335","Директор","Ненашева Людмила Николаевна","Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии","Специальная (коррекционная) общеобразовательная школа","8-812-241-37-85","Красносельский","Красносельский","","school131@petersburgedu.ru","22"
