"ОГРН","Полное наименование ОУ по Уставу","Краткое наименование","Адрес ОУ","Должность руководителя","ФИО руководителя","Тип ОУ","Вид ОУ","Телефон","Подведомственность","Район","Адрес сайта","email","Количество групп"
"1037851014233","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 243 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №243","Санкт-Петербург г, Гривцова пер, 18, А, 190031","Директор","Куделин Андрей Георгиевич","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-24-93","Адмиралтейский","Адмиралтейский","","school243@spb.edu.ru","0"
"1027810299021","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 245 имени Героя Советского Союза Ю.В. Пасторова Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №245","Санкт-Петербург г, Союза Печатников ул, 26, А, 190121","Директор","Матвеева Марина Никандровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-36-23","Адмиралтейский","Адмиралтейский","","school245@spb.edu.ru","0"
"1027810346717","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №256 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №256","Санкт-Петербург г, Канала Грибоедова наб, 76, П, 190068","Директор","Христюк Татьяна Михайловна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-573-98-74","Адмиралтейский","Адмиралтейский","","school256@spb.edu.ru","0"
"1027810317590","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 259 имени М.Т. Лорис-Меликова Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №259 имени М.Т. Лорис-Меликова","Санкт-Петербург г, Крюкова Канала наб, 3, А, 190121","Директор","Кочарян Астгик Телемаковна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-714-40-25","Адмиралтейский","Адмиралтейский","","school259@spb.edu.ru","0"
"1027810291541","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 260 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №260","Санкт-Петербург г, Лермонтовский пр-кт, 21, А, 190068","Директор","Чирина Светлана Викторовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-714-16-68","Адмиралтейский","Адмиралтейский","","school260@spb.edu.ru","0"
"1037851014167","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 280 имени М.Ю. Лермонтова Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №280","Санкт-Петербург г, Лермонтовский пр-кт, 52, А, 190103","Директор","Севастьянова Юлия Борисовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-251-14-15","Адмиралтейский","Адмиралтейский","","school280@spb.edu.ru","0"
"1027810340447","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 287 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №287","Санкт-Петербург г, Бумажная ул, 5, А, 190020","Директор","Котисова Светлана Викторовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-786-34-98","Адмиралтейский","Адмиралтейский","","school287@spbinform.ru","0"
"1027810345309","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №288 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №288","Санкт-Петербург г, Курляндская ул, 43, А, 190020","Директор","Чувахина Светлана Александровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-573-98-63","Адмиралтейский","Адмиралтейский","","school288@spb.edu.ru","0"
"1027810301243","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 307 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №307","Санкт-Петербург г, Малодетскосельский пр-кт, 23, А, 190013","Директор","Матвеева Татьяна Вячеславовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-316-69-92","Адмиралтейский","Адмиралтейский","","school307@spb.edu.ru","0"
"1027810305533","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 317 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №317","Санкт-Петербург г, Серпуховская ул, 39, А, 190013","Директор","Новикова Марина Владимировна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-316-16-92","Адмиралтейский","Адмиралтейский","http://www.school317.ru/","school317@spb.edu.ru","0"
"1027810242910","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №564 Адмиралтейского района Санкт-Петербурга","ГБОУ СОШ №564","Санкт-Петербург г, Егорова ул, 24, А, 190005","Директор","Корсакова Нина Леоновна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-20-90","Адмиралтейский","Адмиралтейский","school564.ru","School564@spb.edu.ru","0"
"1027810272203","Частное общеобразовательное учреждение ""Школа ""Шамир""","ЧОУ ""Школа ""Шамир""","Санкт-Петербург, Лермонтовский пр-кт, 2, 190121","Директор","Антокольский Владимир Юрьевич","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-233-88-01","Адмиралтейский","","","sch224@petersburgedu.ru","0"
"1027810336762","Средняя специальная музыкальная школа Санкт-Петербургской государственной консерватории","ССМШ","Санкт-Петербург г, Матвеева пер, 1, А, 190121","Директор","Дзевановская Анна Сергеевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-713-61-69","Адмиралтейский","","","","0"
"1037821055931","Частное общеобразовательное учреждение ""Санкт-Петербургская школа ""ТТИШБ""","ЧОУ ""Санкт- Петербургская школа ""ТТИШБ""","Санкт-Петербург г, Реки Фонтанки наб, 90, Е, 8, 191180","Директор","Тимофеева Анна Викторовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-314-97-06","Адмиралтейский","","","","0"
"1037843056712","Частное общеобразовательное учреждение ""Школа ""ДИПЛОМАТ""","ЧОУ ""Школа ""ДИПЛОМАТ""","Санкт-Петербург г, Мясная ул, 11, 190121","Директор","Олендзская Ирина Андреевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","7-812-714-04-24","Адмиралтейский","","","","0"
"1037843025220","Частное образовательное учреждение ""Средняя общеобразовательная школа ""Логос""","ЧОУ ""СОШ ""Логос""","Санкт-Петербург г, Средняя Подьяческая ул, 1, 190068","Директор","Туренков Никита Иванович","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-571-81-76","Адмиралтейский","","","","0"
"1027810223440","Частное общеобразовательное учреждение ""Школа ""Плюс""","ЧОУ ""Школа ""Плюс""","Санкт-Петербург г, Лермонтовский пр-кт, 52, 190103","Директор","Туренков Никита Иванович","Общеобразовательные учреждения","Средняя общеобразовательная школа","7-921-574-13-09","Адмиралтейский","","","","0"
"1037800017584","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 15 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №15","Санкт-Петербург г, Шевченко ул, 36, А, 199406","Директор","Бухарова Анна Валентиновна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-355-84-20","Василеостровский","Василеостровский","","","5"
"1037800017518","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №16 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №16","Санкт-Петербург г, Наличная ул, 44, А, 5, 199397","Директор","Терновская Мария Владимировна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-350-15-25","Василеостровский","Василеостровский","","school016@spb.edu.ru","0"
"1037800062585","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №17 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №17","Санкт-Петербург г, 19-я В.О. линия, 22, А, 199106","Исполняющий обязанности директора","Григорьева Татьяна Ивановна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-62-93","Василеостровский","Василеостровский","","school017@spb.edu.ru","3"
"1037800021380","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №19 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №19","Санкт-Петербург г, Гаванская ул, 54, А, 199406","Директор","Денисова Людмила Станиславовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-24-10","Василеостровский","Василеостровский","","school019spb.edu.ru","0"
"1027800547610","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №2 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №2","Санкт-Петербург г, Наличная ул, 32, А, 2, 199226","Директор","Поздняков Егор Владимирович","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-356-29-64","Василеостровский","Василеостровский","","school002@spb.edu.ru","3"
"1037800018695","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 21 Василеостровского района Санкт-Петербурга им. Э.П.Шаффе","ГБОУ СОШ №21","Санкт-Петербург г, 5-я В.О. линия, 16/17, А, 199004","Директор","Ачкасова Юлия Ивановна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-323-25-57","Василеостровский","Василеостровский","","school021@spb.edu.ru","11"
"1027800543407","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №5","Санкт-Петербург г, 13-я В.О. линия, 28, А, 199178","Директор","Кожевникова Татьяна Александровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-321-90-91","Василеостровский","Василеостровский","www.sch5.spb.ru","school005@spb.edu.ru","0"
"1037800013789","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №6 Василеостровского района Санкт-Петербурга","ГБОУ СОШ №6","Санкт-Петербург г, Шевченко ул, 3, а, 199106","Директор","Лебедев Владимир Владимирович","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-322-03-22","Василеостровский","Василеостровский","","school006@spb.edu.ru","0"
"1037800018046","Частное общеобразовательное учреждение ""Центр Искусства Воспитания ""Общеобразовательная Вальдорфская школа и детский сад""","ЧОУ ""Центр Искусства Воспитания""","Санкт-Петербург г, Кима пр-кт, 1, 199155","Директор","Кадырова Ирина Викторовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-498-80-59","Василеостровский","Василеостровский","","","0"
"1037800034854","Частное общеобразовательное учреждение средняя общеобразовательная школа «ЮВЕНТА»","ЧОУ ""ЮВЕНТА""","Санкт-Петербург г, Средний пр-кт, 28/29, а, 199004","Директор","Манышева Ирина Вячеславовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","7-812-323-28-49","Василеостровский","Василеостровский","","","0"
"1047800029507","Частное общеобразовательное учреждение средняя школа имени С.Т. Шацкого","ЧОУ средняя школа имени С.Т. Шацкого","Санкт-Петербург г, 21-я линия, 16, 3, 199106","Директор","Фомина Людмила Петровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-321-95-67","Василеостровский","","","","0"
"1027801583336","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 60 Выборгского района Санкт-Петербурга","ГБОУ СОШ №060","Санкт-Петербург г, Художников пр-кт, 9, 3, 194295","Директор","Ножницкая Ирина Юльевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-246-02-17","Выборгский","Выборгский","060.shko.la","060@shko.la","0"
"1027801583358","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №62 Выборгского района Санкт-Петербурга","ГБОУ СОШ №062","Санкт-Петербург г, Поэтический б-р, 15, А, 2, 194291","Директор","Нистор Нина Васильевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-559-57-86","Выборгский","Выборгский","http://sch062.petersburgedu.ru/","school62spb@yandex.ru","0"
"1027801583391","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №76 Выборгского района Санкт-Петербурга","ГБОУ СОШ №076","Санкт-Петербург г, Болотная ул, 18, А, 194021","Директор","Ковалева Мария Игоревна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-573-98-16","Выборгский","Выборгский","076.shko.la","076@shko.la","0"
"1027801583677","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 90 Выборгского района Санкт-Петербурга","ГБОУ СОШ №090","Санкт-Петербург г, Сикейроса ул, 5, А, 2, 194354","Директор","Богданова Елена Львовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-64-70","Выборгский","Выборгский","school90.spb.ru","school90ozerki@yandex.ru","0"
"1027801583644","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 94 Выборгского района Санкт-Петербурга","ГБОУ СОШ №094","Санкт-Петербург г, Симонова ул, 8, А, 1, 194358","Директор","Колегова Оксана Петровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-62-84","Выборгский","Выборгский","http://school-94.narod.ru","094@shko.la","0"
"1027801583633","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 97 Выборгского района Санкт-Петербурга","ГБОУ СОШ №097","Санкт-Петербург г, Дрезденская ул, 19, А, 194017","Директор","Парфенова Татьяна Александровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-33-28","Выборгский","Выборгский","097.shko.la","097@shko.la","0"
"1027801583600","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №102 Выборгского района Санкт-Петербурга","ГБОУ СОШ №102","Санкт-Петербург г, Поклонногорская ул, 17/2, А, 194214","Директор","Ципляева Ольга Николаевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-246-07-65","Выборгский","Выборгский","school102.spb.ru","102@skko.la","0"
"1027801583589","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 104 имени Героя Советского Союза М.С.Харченко Выборгского района Санкт-Петербурга","ГБОУ СОШ №104","Санкт-Петербург г, Харченко ул, 27, лит.А, 194100","Директор","Добренко Ирина Александровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-295-17-87","Выборгский","Выборгский","","school-104s@mail.ru","0"
"1027801583534","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №110 Выборгского района Санкт-Петербурга","ГБОУ СОШ №110","Санкт-Петербург г, Сиреневый б-р, 8, А, 2, 194352","Директор","Белехова Светлана Леонидовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-38-48","Выборгский","Выборгский","","110@shko.la","0"
"1027801583512","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №112 Выборгского района Санкт-Петербурга","ГБОУ СОШ №112","Санкт-Петербург г, Кустодиева ул, 18, А, 2, 194352","Директор","Сыкеева Людмила Петровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-246-02-91","Выборгский","Выборгский","www.112-school.ru","112@shko.la","0"
"1027801583490","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №115 Выборгского района Санкт-Петербурга","ГБОУ СОШ №115","Санкт-Петербург г, Поэтический б-р, 5, А, 3, 194295","Исполняющий обязанности директора","Ананьина Галина Вадимовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-517-48-60","Выборгский","Выборгский","115spb.edusite.ru","115@shko.la","0"
"1027801583479","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №117 Выборгского района Санкт-Петербурга","ГБОУ СОШ №117","Санкт-Петербург г, Пархоменко пр-кт, 17, А, 194156","Директор","Суворова Эдита Волдемаровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-61-20","Выборгский","Выборгский","117.shko.la","sc117@mail.ru","0"
"1027801583468","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №118 Выборгского района Санкт-Петербурга","ГБОУ СОШ №118","Санкт-Петербург г, Руднева ул, 5, 3, 194291","Директор","Федоров Виктор Викторович","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-599-65-76","Выборгский","Выборгский","www.118school.ru","118@shko.la","0"
"1027801583457","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 120 Выборгского района Санкт-Петербурга","ГБОУ СОШ №120","Санкт-Петербург г, Художников пр-кт, 24, А, 2, 194295","Исполняющий обязанности директора","Григорьева Виктория Михайловна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-409-81-80","Выборгский","Выборгский","school120spb.ru","120@shko.la","0"
"1027801583446","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 123 Выборгского района Санкт-Петербурга","ГБОУ СОШ №123","Санкт-Петербург г, Александра Матросова ул, 11, А, 194100","Директор","Ильичева Ирина Георгиевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-36-08","Выборгский","Выборгский","www.123spb.edusite.ru","123@shko.la","0"
"1027801583556","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 453 Выборгского района Санкт-Петербурга имени Сергея Жукова","ГБОУ СОШ №453","Санкт-Петербург г, Жени Егоровой ул, 10, А, 2, 194355","Директор","Зданович Ирина Николаевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-513-74-16","Выборгский","Выборгский","","school_453@spb.edu.ru., 453@shko.la","0"
"1027801582929","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 463 Выборгского района Санкт-Петербурга","ГБОУ СОШ №463","Санкт-Петербург г, Асафьева ул, 7, А, 2, 194356","Директор","Лунева Галина Юрьевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-37-02","Выборгский","Выборгский","","463@shko.la","0"
"1027801582930","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 468 Выборгского района Санкт-Петербурга","ГБОУ СОШ №468","Санкт-Петербург г, Сикейроса ул, 19, 1, литер А, 194354","Директор","Пленкина Елена Алексеевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-592-31-52","Выборгский","Выборгский","468.shko.la","468@shko.la","0"
"1027801582940","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №469 Выборгского района Санкт-Петербурга","ГБОУ СОШ №469","Санкт-Петербург г, Кооперативная ул, 27, А, 194362","Директор","Купорова Юлия Александровна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-513-89-45","Выборгский","Выборгский","469spb.edusite.ru","469@shko.la","5"
"1027801582951","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №471 Выборгского района Санкт-Петербурга","ГБОУ СОШ №471","Санкт-Петербург г, Юкковское (Осиновая Роща) ш, 6, А, 1, 194362","Директор","Сидорова Ирина Викторовна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-626-60-80","Выборгский","Выборгский","www 471spb.edusite.ru","school.471@mail.ru","0"
"1027801582962","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №472 имени дважды Героя Советского Союза А.Т.Карпова Выборгского района Санкт-Петербурга","ГБОУ СОШ №472","Санкт-Петербург г, Первомайская ул, 37, А, 194361","Директор","Куйбышева Зоя Николаевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-31-74","Выборгский","Выборгский","http://472.shko.la","472@shko.la","0"
"1027801582973","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 474 Выборгского района Санкт-Петербурга","ГБОУ СОШ №474","Санкт-Петербург г, Выборгское ш, 369, 3, 194362","Директор","Николаева Ирина Владимировна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-594-86-77","Выборгский","Выборгский","http://474shkola.siteedu.ru/","474@shko.la","0"
"1027801582984","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 475 Выборгского района Санкт- Петербурга","ГБОУ СОШ №475","Санкт-Петербург г, Торфяная ул, 25, А, 194362","Директор","Каумбаев Юрий Тоганбаевич","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-25-84","Выборгский","Выборгский","www.school475.spb.ru","475@shko.la","0"
"1027801583787","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 494 Выборгского района Санкт-Петербурга","ГБОУ СОШ №494","Санкт-Петербург г, Композиторов ул, 22, А, 2, 194355","Директор","Чернова Ирина Николаевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-515-86-37","Выборгский","Выборгский","","494school@.mail.ru","0"
"1027801583754","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 518 Выборгского района Санкт-Петербурга","ГБОУ школа №518","Санкт-Петербург г, Есенина ул, 24, А, 194356","Директор","Волосова Юлия Евсеевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-33-12","Выборгский","Выборгский","518.shko.la","school518@mail.wplus.net","0"
"1027801583700","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 559 Выборгского района Санкт-Петербурга","ГБОУ СОШ №559","Санкт-Петербург г, Есенина ул, 36, А, 2, 194352","Директор","Непомнищева Валерия Владимировна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-417-33-01","Выборгский","Выборгский","http:\\559.shko.la","school559@spb.edu.ru","0"
"1027801583710","Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 560 Выборгского района Санкт-Петербурга","ГБОУ СОШ №560","Санкт-Петербург г, Комиссара Смирнова ул, 17, А, 194044","Директор","Тужикова Елизавета Михайловна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-542-08-05","Выборгский","Выборгский","www.560school.ru","school560@yandex.ru","0"
"1027801539237","Частное общеобразовательное учреждение «Школа Менахем»","ЧОУ ""Школа Менахем""","Санкт-Петербург г, Новолитовская ул, 7, литер А, 194100","Директор","Хачатурова Анна Алексеевна","Общеобразовательные учреждения","Средняя общеобразовательная школа","8-812-318-73-56","Выборгский","Комитет по образованию Санкт-Петербурга","","chou-menahem-vyb@petersburgedu.ru","0"
